Chunk,Model,Model type,Surface Area (cm^2),Area (cm^2),Max height (cm),Min height (cm),Height range (cm),Volume (cm^3),Extent Volume (cm^3)
691_695,block691_scene,Mesh,6339.220560847010,4310.387290185520,9.914556027734480,-4.253114579845600,14.167670607580100,0.0,62882.86017972010
691_695,695_open,Mesh,51.02510328213080,25.69332999985880,5.926565343074110,2.5399575237477900,3.3866078193263200,0.0,133.8973004698290
691_695,695_closed,Mesh,75.53291602206490,25.69333006651680,5.926565343074110,2.5399575237477900,3.3866078193263200,16.78797721351960,133.8973004698290
696_700,block696_scene,Mesh,8391.999293305300,5105.428763224310,14.052924289653900,-6.30431260233511,20.357236891989000,0.0,197933.17190178900
696_700,696_open,Mesh,171.40117353811100,42.41652564903710,11.442823555928900,2.358714036945480,9.084109518983410,0.0,555.0310825235120
696_700,696_closed,Mesh,198.6153164005280,42.41652564903710,11.442823555928900,2.358714036945480,9.084109518983410,92.44544257373850,555.0310825235120
696_700,697_open,Mesh,222.56778296185600,56.67455176425660,9.876342324955470,1.91010587064529,7.966236454310180,0.0,703.4179539362870
696_700,697_closed,Mesh,238.99364067101800,56.67455176425660,9.876342324955470,1.91010587064529,7.966236454310180,126.11305646644300,703.4179539362870
696_700,699_open,Mesh,171.37981233790300,91.17972186674080,8.357808325701700,1.6989195274842800,6.658888798217430,0.0,800.1345006437820
696_700,699_closed,Mesh,253.43668003937300,91.17972186674080,8.357808325701700,1.6989195274842800,6.658888798217430,70.24149387313360,800.1345006437820
826_830,block826_scene,Mesh,16137.043303106200,7110.907727100940,36.79185673375490,-7.164726177429150,43.956582911184100,0.0,594529.1512837690
826_830,826_open,Mesh,230.4718737728540,54.155375998889800,13.876894440527500,2.064429684938170,11.81246475558930,0.0,1030.3436239644500
826_830,826_closed,Mesh,261.1596395284070,54.155375998889800,13.876894440527500,2.064429684938170,11.81246475558930,154.19161127945700,1030.3436239644500
826_830,827_open,Mesh,307.87794030523000,102.69875341309300,9.61096150179398,2.195324926329110,7.415636575464870,0.0,1008.6410148892000
826_830,827_closed,Mesh,397.56259073593300,102.69875341309300,9.61096150179398,2.195324926329110,7.415636575464870,175.04870752043200,1008.6410148892000
826_830,828_open,Mesh,315.1852194906390,137.09057124090500,11.030620762341700,1.4785007974588500,9.552119964882830,0.0,1837.0971623224300
826_830,828_closed,Mesh,419.2811490401170,137.09057124090500,11.030620762341700,1.4785007974588500,9.552119964882830,173.66290392280800,1837.0971623224300
826_830,829_open,Mesh,337.7226295563970,106.12859637317100,11.707839021533300,1.8143432571754000,9.89349576435794,0.0,1524.1367349164700
826_830,829_closed,Mesh,437.41505494145000,106.12859669104800,11.707839021533300,1.8143432571754000,9.89349576435794,198.85503684121000,1524.1367349164700
826_830,830_open,Mesh,206.8498323120600,66.11412649363030,9.92240128755071,2.593753943515880,7.328647344034830,0.0,642.800812416146
826_830,830_closed,Mesh,270.4460897354600,66.11412649363030,9.92240128755071,2.593753943515880,7.328647344034830,148.1065466718580,642.800812416146
831_835,block831_scene,Mesh,9369.4077505859,5968.3527389004100,18.660753441804500,-6.442874196954370,25.10362763875890,0.0,250357.04633820900
831_835,831_open,Mesh,194.67184274470900,49.08332750948070,9.501201209973590,0.3753403558214350,9.125860854152160,0.0,642.8504510680640
831_835,831_closed,Mesh,229.05913367372700,49.08332750948070,9.501201209973590,0.3753403558214350,9.125860854152160,95.01440549176080,642.8504510680640
831_835,834_open,Mesh,128.21859736238500,63.20228259647260,7.349056321490920,0.7409235447725820,6.60813277671834,0.0,641.7501797044530
831_835,834_closed,Mesh,176.86343153090900,63.20228259647260,7.349056321490920,0.7409235447725820,6.60813277671834,40.6104654111306,641.7501797044530
831_835,835_open,Mesh,174.8120287804440,55.756799398089000,7.4084020530813800,1.3429512843954400,6.065450768685930,0.0,440.1281289799690
831_835,835_closed,Mesh,222.92072342522400,55.756799546346400,7.4084020530813800,1.3429512843954400,6.065450768685930,68.7904633593515,440.1281289799690
836_840,block836_scene,Mesh,9833.298051388990,5754.124795105710,12.495535905462600,-6.812267876983860,19.307803782446500,0.0,218888.4406352490
836_840,837_open,Mesh,232.97251952741500,64.14986345005440,11.183917438721100,4.159499256569900,7.024418182151170,0.0,645.137951096224
836_840,837_closed,Mesh,261.36987537198700,64.14986345005440,11.183917438721100,4.159499256569900,7.024418182151170,166.03219407921700,645.137951096224
836_840,838_open,Mesh,451.86694592242900,108.12323845009100,11.242450653024100,3.188268929592780,8.05418172343129,0.0,1256.902811132610
836_840,838_closed,Mesh,506.05283456956000,108.12323845009100,11.242450653024100,3.188268929592780,8.05418172343129,255.03375926903400,1256.902811132610
836_840,840_open,Mesh,291.5976125264790,70.3794786964391,12.495535905462600,2.847687226395180,9.647848679067440,0.0,1020.7552679902600
836_840,840_closed,Mesh,349.99717722673100,70.3794786964391,12.495535905462600,2.847687226395180,9.647848679067440,206.93178788260300,1020.7552679902600
841_845,block841_scene,Mesh,17508.8537403423,8756.862661335300,6.090501695281380,-24.741910289550300,30.832411984831700,0.0,281049.4659471580
841_845,841_open,Mesh,75.71143293255030,46.96929070514920,-2.76813188137659,-7.45414339543472,4.68601151405813,0.0,330.3226567677950
841_845,841_closed,Mesh,121.62578655984600,46.96929070514920,-2.76813188137659,-7.45414339543472,4.68601151405813,39.72491626309790,330.3226567677950
841_845,842_open,Mesh,299.1877304455360,72.87480298764110,2.623209692278140,-6.87252426226509,9.495733954543230,0.0,967.1343367752190
841_845,842_closed,Mesh,349.02726870837300,72.87480298764110,2.623209692278140,-6.87252426226509,9.495733954543230,207.27459018569200,967.1343367752190
841_845,843_open,Mesh,284.1627996604210,77.02613051678010,-0.9718033051745460,-10.397246772773900,9.425443467599390,0.0,977.8068722158080
841_845,843_closed,Mesh,332.0240467379370,77.02613051678010,-0.9718033051745460,-10.397246772773900,9.425443467599390,239.92498275874800,977.8068722158080
841_845,845_open,Mesh,250.31538183261100,89.17567545190700,0.3644329062150900,-9.062977877808280,9.42741078402337,0.0,1282.235485072590
841_845,845_closed,Mesh,312.31111933280500,89.17567545190700,0.3644329062150900,-9.062977877808280,9.42741078402337,173.90505033763500,1282.235485072590